period,stateid,stateDescription,sectorid,sectorName,price,price-units
2023-06,IA,Iowa,OTH,other,,cents per kilowatt-hour
2023-06,IA,Iowa,RES,residential,15.11,cents per kilowatt-hour
2023-06,IA,Iowa,TRA,transportation,0,cents per kilowatt-hour
2023-06,KS,Kansas,ALL,all sectors,10.91,cents per kilowatt-hour
2023-06,KS,Kansas,COM,commercial,10.86,cents per kilowatt-hour
2023-06,KS,Kansas,IND,industrial,7.64,cents per kilowatt-hour
2023-06,KS,Kansas,OTH,other,,cents per kilowatt-hour
2023-06,KS,Kansas,RES,residential,13.33,cents per kilowatt-hour
2023-06,KS,Kansas,TRA,transportation,0,cents per kilowatt-hour
2023-06,KY,Kentucky,ALL,all sectors,9.79,cents per kilowatt-hour
2023-06,KY,Kentucky,COM,commercial,11.39,cents per kilowatt-hour
2023-06,KY,Kentucky,IND,industrial,6.26,cents per kilowatt-hour
2023-06,KY,Kentucky,OTH,other,,cents per kilowatt-hour
2023-06,KY,Kentucky,RES,residential,12.65,cents per kilowatt-hour
2023-06,KY,Kentucky,TRA,transportation,0,cents per kilowatt-hour
2023-06,LA,Louisiana,ALL,all sectors,8.54,cents per kilowatt-hour
2023-06,LA,Louisiana,COM,commercial,9.82,cents per kilowatt-hour
2023-08,ND,North Dakota,IND,industrial,7.39,cents per kilowatt-hour
2023-08,ND,North Dakota,OTH,other,,cents per kilowatt-hour
2023-08,ND,North Dakota,RES,residential,12.55,cents per kilowatt-hour
2023-08,ND,North Dakota,TRA,transportation,0,cents per kilowatt-hour
2023-08,OH,Ohio,ALL,all sectors,11.3,cents per kilowatt-hour
2023-08,OH,Ohio,COM,commercial,10.81,cents per kilowatt-hour
2023-08,OH,Ohio,IND,industrial,6.93,cents per kilowatt-hour
2023-08,OH,Ohio,OTH,other,,cents per kilowatt-hour
2023-08,OH,Ohio,RES,residential,15.63,cents per kilowatt-hour
2023-08,OH,Ohio,TRA,transportation,6.34,cents per kilowatt-hour
2023-08,OK,Oklahoma,ALL,all sectors,10.63,cents per kilowatt-hour
2023-08,OK,Oklahoma,COM,commercial,10.61,cents per kilowatt-hour
2023-08,OK,Oklahoma,IND,industrial,6.97,cents per kilowatt-hour
2023-08,OK,Oklahoma,OTH,other,,cents per kilowatt-hour
2023-08,OK,Oklahoma,RES,residential,13.1,cents per kilowatt-hour
2023-08,OK,Oklahoma,TRA,transportation,0,cents per kilowatt-hour
2023-08,OR,Oregon,ALL,all sectors,10.36,cents per kilowatt-hour
2023-08,OR,Oregon,COM,commercial,9.91,cents per kilowatt-hour
2023-08,OR,Oregon,IND,industrial,7.66,cents per kilowatt-hour
2023-08,OR,Oregon,OTH,other,,cents per kilowatt-hour
2023-08,OR,Oregon,RES,residential,13.02,cents per kilowatt-hour
2023-08,OR,Oregon,TRA,transportation,11.4,cents per kilowatt-hour
2023-08,PA,Pennsylvania,ALL,all sectors,12.48,cents per kilowatt-hour
2023-08,PA,Pennsylvania,COM,commercial,10.92,cents per kilowatt-hour
2023-08,PA,Pennsylvania,IND,industrial,7.54,cents per kilowatt-hour
2023-08,PA,Pennsylvania,OTH,other,,cents per kilowatt-hour
2023-08,PA,Pennsylvania,RES,residential,17.89,cents per kilowatt-hour
2023-08,PA,Pennsylvania,TRA,transportation,11.02,cents per kilowatt-hour
2023-08,RI,Rhode Island,ALL,all sectors,21.69,cents per kilowatt-hour
2023-08,RI,Rhode Island,COM,commercial,18.64,cents per kilowatt-hour
2023-08,RI,Rhode Island,IND,industrial,18.51,cents per kilowatt-hour
2023-08,RI,Rhode Island,OTH,other,,cents per kilowatt-hour
2023-08,RI,Rhode Island,RES,residential,25.54,cents per kilowatt-hour
2023-08,RI,Rhode Island,TRA,transportation,16.75,cents per kilowatt-hour
2023-08,SC,South Carolina,ALL,all sectors,10.8,cents per kilowatt-hour
2023-08,SC,South Carolina,COM,commercial,10.43,cents per kilowatt-hour
2023-08,SC,South Carolina,IND,industrial,6.99,cents per kilowatt-hour
2023-08,SC,South Carolina,OTH,other,,cents per kilowatt-hour
2023-08,SC,South Carolina,RES,residential,13.41,cents per kilowatt-hour
2023-08,SC,South Carolina,TRA,transportation,0,cents per kilowatt-hour
2023-08,SD,South Dakota,ALL,all sectors,10.95,cents per kilowatt-hour
2023-10,VA,Virginia,TRA,transportation,9.98,cents per kilowatt-hour
2023-10,WA,Washington,ALL,all sectors,9.73,cents per kilowatt-hour
2023-10,WA,Washington,COM,commercial,10.18,cents per kilowatt-hour
2023-10,WA,Washington,IND,industrial,6.53,cents per kilowatt-hour
2023-10,WA,Washington,OTH,other,,cents per kilowatt-hour
2023-10,WA,Washington,RES,residential,11.33,cents per kilowatt-hour
2023-10,WA,Washington,TRA,transportation,10.12,cents per kilowatt-hour
2023-10,WV,West Virginia,ALL,all sectors,10.39,cents per kilowatt-hour
2023-10,WV,West Virginia,COM,commercial,11.48,cents per kilowatt-hour
2023-10,WV,West Virginia,IND,industrial,7.48,cents per kilowatt-hour
2023-10,WV,West Virginia,OTH,other,,cents per kilowatt-hour
2023-10,WV,West Virginia,RES,residential,15.05,cents per kilowatt-hour
2023-10,WV,West Virginia,TRA,transportation,0,cents per kilowatt-hour
2023-10,WI,Wisconsin,ALL,all sectors,12.47,cents per kilowatt-hour
2023-10,WI,Wisconsin,COM,commercial,12.78,cents per kilowatt-hour
2023-10,WI,Wisconsin,IND,industrial,8.42,cents per kilowatt-hour
2023-10,WI,Wisconsin,OTH,other,,cents per kilowatt-hour
2023-10,WI,Wisconsin,RES,residential,17.14,cents per kilowatt-hour
2023-10,WI,Wisconsin,TRA,transportation,21.34,cents per kilowatt-hour
2023-10,WY,Wyoming,ALL,all sectors,8.64,cents per kilowatt-hour
2023-10,WY,Wyoming,COM,commercial,8.88,cents per kilowatt-hour
2023-06,LA,Louisiana,IND,industrial,5.4,cents per kilowatt-hour
2023-06,LA,Louisiana,OTH,other,,cents per kilowatt-hour
2023-06,LA,Louisiana,RES,residential,11.25,cents per kilowatt-hour
2023-06,LA,Louisiana,TRA,transportation,11.28,cents per kilowatt-hour
2023-12,AZ,Arizona,ALL,all sectors,12,cents per kilowatt-hour
2023-12,AZ,Arizona,COM,commercial,11.59,cents per kilowatt-hour
2023-12,AZ,Arizona,IND,industrial,7.86,cents per kilowatt-hour
2023-12,AZ,Arizona,OTH,other,,cents per kilowatt-hour
2023-12,AZ,Arizona,RES,residential,14.42,cents per kilowatt-hour
2023-12,AZ,Arizona,TRA,transportation,9.63,cents per kilowatt-hour
2023-12,AR,Arkansas,ALL,all sectors,9.17,cents per kilowatt-hour
2023-12,AR,Arkansas,COM,commercial,10.1,cents per kilowatt-hour
2023-12,AR,Arkansas,IND,industrial,6.33,cents per kilowatt-hour
2023-12,AR,Arkansas,OTH,other,,cents per kilowatt-hour
2023-12,AR,Arkansas,RES,residential,11.54,cents per kilowatt-hour
2023-12,AR,Arkansas,TRA,transportation,15.18,cents per kilowatt-hour
2023-12,CA,California,ALL,all sectors,24.09,cents per kilowatt-hour
2023-12,CA,California,COM,commercial,22.66,cents per kilowatt-hour
2023-12,CA,California,IND,industrial,17.99,cents per kilowatt-hour
2023-12,CA,California,OTH,other,,cents per kilowatt-hour
2023-12,CA,California,RES,residential,29.12,cents per kilowatt-hour
2023-12,CA,California,TRA,transportation,13.09,cents per kilowatt-hour
2023-12,CO,Colorado,ALL,all sectors,11.41,cents per kilowatt-hour
2023-12,CO,Colorado,COM,commercial,10.95,cents per kilowatt-hour
2023-12,CO,Colorado,IND,industrial,8.17,cents per kilowatt-hour
2023-12,CO,Colorado,OTH,other,,cents per kilowatt-hour
2023-12,CO,Colorado,RES,residential,14.18,cents per kilowatt-hour
2023-12,CO,Colorado,TRA,transportation,12.39,cents per kilowatt-hour
2023-12,CT,Connecticut,ALL,all sectors,23.04,cents per kilowatt-hour
2023-12,CT,Connecticut,COM,commercial,19.64,cents per kilowatt-hour
2023-12,CT,Connecticut,IND,industrial,16.28,cents per kilowatt-hour
2023-12,CT,Connecticut,OTH,other,,cents per kilowatt-hour
2023-12,CT,Connecticut,RES,residential,26.89,cents per kilowatt-hour
2023-12,CT,Connecticut,TRA,transportation,19.57,cents per kilowatt-hour
2023-12,DE,Delaware,ALL,all sectors,13.43,cents per kilowatt-hour
2023-12,DE,Delaware,COM,commercial,12.39,cents per kilowatt-hour
2023-12,DE,Delaware,IND,industrial,7.52,cents per kilowatt-hour
2023-12,DE,Delaware,OTH,other,,cents per kilowatt-hour
2023-12,DE,Delaware,RES,residential,16.3,cents per kilowatt-hour
2023-12,DE,Delaware,TRA,transportation,0,cents per kilowatt-hour
2023-12,DC,District of Columbia,ALL,all sectors,17.32,cents per kilowatt-hour
2023-12,DC,District of Columbia,COM,commercial,17.6,cents per kilowatt-hour
2023-12,DC,District of Columbia,IND,industrial,10.93,cents per kilowatt-hour
2023-12,DC,District of Columbia,OTH,other,,cents per kilowatt-hour
2023-12,DC,District of Columbia,RES,residential,17.82,cents per kilowatt-hour
2023-12,DC,District of Columbia,TRA,transportation,10.57,cents per kilowatt-hour
2023-12,FL,Florida,ALL,all sectors,13.41,cents per kilowatt-hour
2023-12,FL,Florida,COM,commercial,12.03,cents per kilowatt-hour
2023-12,FL,Florida,IND,industrial,9.08,cents per kilowatt-hour
2023-12,FL,Florida,OTH,other,,cents per kilowatt-hour
2023-12,FL,Florida,RES,residential,15.2,cents per kilowatt-hour
2023-12,FL,Florida,TRA,transportation,11.31,cents per kilowatt-hour
2023-12,GA,Georgia,ALL,all sectors,10.58,cents per kilowatt-hour
2023-12,GA,Georgia,COM,commercial,10.67,cents per kilowatt-hour
2023-12,GA,Georgia,IND,industrial,6.23,cents per kilowatt-hour
2023-12,GA,Georgia,OTH,other,,cents per kilowatt-hour
2023-12,GA,Georgia,RES,residential,12.72,cents per kilowatt-hour
2023-12,GA,Georgia,TRA,transportation,6.2,cents per kilowatt-hour
2023-12,HI,Hawaii,ALL,all sectors,38.47,cents per kilowatt-hour
2023-12,HI,Hawaii,COM,commercial,39,cents per kilowatt-hour
2023-12,HI,Hawaii,IND,industrial,35.4,cents per kilowatt-hour
2023-12,HI,Hawaii,OTH,other,,cents per kilowatt-hour
2023-12,HI,Hawaii,RES,residential,41.6,cents per kilowatt-hour
2023-03,TX,Texas,TRA,transportation,7.28,cents per kilowatt-hour
2023-03,UT,Utah,ALL,all sectors,8.89,cents per kilowatt-hour
2023-03,UT,Utah,COM,commercial,8.36,cents per kilowatt-hour
2023-03,UT,Utah,IND,industrial,6.99,cents per kilowatt-hour
2023-03,UT,Utah,OTH,other,,cents per kilowatt-hour
2023-03,UT,Utah,RES,residential,10.86,cents per kilowatt-hour
2023-03,UT,Utah,TRA,transportation,12.21,cents per kilowatt-hour
2023-03,VT,Vermont,ALL,all sectors,17.42,cents per kilowatt-hour
2023-03,VT,Vermont,COM,commercial,17.91,cents per kilowatt-hour
2023-03,VT,Vermont,IND,industrial,11.39,cents per kilowatt-hour
2023-03,VT,Vermont,OTH,other,,cents per kilowatt-hour
2023-03,VT,Vermont,RES,residential,20.38,cents per kilowatt-hour
2023-03,VT,Vermont,TRA,transportation,0,cents per kilowatt-hour
2023-03,VA,Virginia,ALL,all sectors,10.9,cents per kilowatt-hour
2023-03,VA,Virginia,COM,commercial,9.19,cents per kilowatt-hour
2023-03,VA,Virginia,IND,industrial,9.09,cents per kilowatt-hour
2023-03,VA,Virginia,OTH,other,,cents per kilowatt-hour
2023-03,VA,Virginia,RES,residential,14.67,cents per kilowatt-hour
2023-03,VA,Virginia,TRA,transportation,11.06,cents per kilowatt-hour
2023-03,WA,Washington,ALL,all sectors,9.68,cents per kilowatt-hour
2023-03,WA,Washington,COM,commercial,10.1,cents per kilowatt-hour
2023-03,WA,Washington,IND,industrial,6.4,cents per kilowatt-hour
2023-03,WA,Washington,OTH,other,,cents per kilowatt-hour
2023-03,WA,Washington,RES,residential,10.79,cents per kilowatt-hour
2023-03,WA,Washington,TRA,transportation,10.65,cents per kilowatt-hour
2023-03,WV,West Virginia,ALL,all sectors,10.3,cents per kilowatt-hour
2023-03,WV,West Virginia,COM,commercial,11.2,cents per kilowatt-hour
2023-03,WV,West Virginia,IND,industrial,7.01,cents per kilowatt-hour
2023-03,WV,West Virginia,OTH,other,,cents per kilowatt-hour
2023-03,WV,West Virginia,RES,residential,14.23,cents per kilowatt-hour
2023-03,WV,West Virginia,TRA,transportation,0,cents per kilowatt-hour
2023-03,WI,Wisconsin,ALL,all sectors,12.4,cents per kilowatt-hour
2023-03,WI,Wisconsin,COM,commercial,12.59,cents per kilowatt-hour
2023-03,WI,Wisconsin,IND,industrial,8.26,cents per kilowatt-hour
2023-03,WI,Wisconsin,OTH,other,,cents per kilowatt-hour
2023-03,WI,Wisconsin,RES,residential,16.47,cents per kilowatt-hour
2023-03,WI,Wisconsin,TRA,transportation,16.2,cents per kilowatt-hour
2023-03,WY,Wyoming,ALL,all sectors,8.3,cents per kilowatt-hour
2023-03,WY,Wyoming,COM,commercial,8.83,cents per kilowatt-hour
2023-03,WY,Wyoming,IND,industrial,6.99,cents per kilowatt-hour
2023-03,WY,Wyoming,OTH,other,,cents per kilowatt-hour
2023-03,WY,Wyoming,RES,residential,10.68,cents per kilowatt-hour
2023-03,WY,Wyoming,TRA,transportation,0,cents per kilowatt-hour
2023-03,NEW,New England,ALL,all sectors,24.26,cents per kilowatt-hour
2023-03,NEW,New England,COM,commercial,20.13,cents per kilowatt-hour
2023-03,NEW,New England,IND,industrial,16.05,cents per kilowatt-hour
2023-03,NEW,New England,OTH,other,,cents per kilowatt-hour
2023-03,NEW,New England,RES,residential,31.25,cents per kilowatt-hour
2023-03,NEW,New England,TRA,transportation,14.92,cents per kilowatt-hour
2023-03,MAT,Middle Atlantic,ALL,all sectors,14.85,cents per kilowatt-hour
2023-03,MAT,Middle Atlantic,COM,commercial,14.57,cents per kilowatt-hour
2023-03,MAT,Middle Atlantic,IND,industrial,7.88,cents per kilowatt-hour
2023-03,MAT,Middle Atlantic,OTH,other,,cents per kilowatt-hour
2023-03,MAT,Middle Atlantic,RES,residential,19.09,cents per kilowatt-hour
2023-03,MAT,Middle Atlantic,TRA,transportation,13.57,cents per kilowatt-hour
2023-03,ENC,East North Central,ALL,all sectors,12.08,cents per kilowatt-hour
2023-03,ENC,East North Central,COM,commercial,11.95,cents per kilowatt-hour
2023-03,ENC,East North Central,IND,industrial,8.08,cents per kilowatt-hour
2023-03,ENC,East North Central,OTH,other,,cents per kilowatt-hour
2023-03,ENC,East North Central,RES,residential,16.45,cents per kilowatt-hour
2023-03,ENC,East North Central,TRA,transportation,7.33,cents per kilowatt-hour
2023-10,NE,Nebraska,IND,industrial,7.08,cents per kilowatt-hour
2023-10,NE,Nebraska,OTH,other,,cents per kilowatt-hour
2023-10,NE,Nebraska,RES,residential,11.67,cents per kilowatt-hour
2023-10,NE,Nebraska,TRA,transportation,0,cents per kilowatt-hour
2023-10,NV,Nevada,ALL,all sectors,10.9,cents per kilowatt-hour
2023-10,NV,Nevada,COM,commercial,10.55,cents per kilowatt-hour
2023-10,NV,Nevada,IND,industrial,8.04,cents per kilowatt-hour
2023-10,NV,Nevada,OTH,other,,cents per kilowatt-hour
2023-10,NV,Nevada,RES,residential,14.63,cents per kilowatt-hour
2023-10,NV,Nevada,TRA,transportation,12.48,cents per kilowatt-hour
2023-10,NH,New Hampshire,ALL,all sectors,20.84,cents per kilowatt-hour
2023-10,NH,New Hampshire,COM,commercial,19.06,cents per kilowatt-hour
2023-10,NH,New Hampshire,IND,industrial,15.28,cents per kilowatt-hour
2023-10,NH,New Hampshire,OTH,other,,cents per kilowatt-hour
2023-10,NH,New Hampshire,RES,residential,25.49,cents per kilowatt-hour
2023-10,NH,New Hampshire,TRA,transportation,0,cents per kilowatt-hour
2023-10,NJ,New Jersey,ALL,all sectors,14.7,cents per kilowatt-hour
2023-10,NJ,New Jersey,COM,commercial,13.63,cents per kilowatt-hour
2023-10,NJ,New Jersey,IND,industrial,11.08,cents per kilowatt-hour
2023-10,NJ,New Jersey,OTH,other,,cents per kilowatt-hour
2023-10,NJ,New Jersey,RES,residential,17.46,cents per kilowatt-hour
2023-10,NJ,New Jersey,TRA,transportation,11.2,cents per kilowatt-hour
2023-10,NM,New Mexico,ALL,all sectors,9.39,cents per kilowatt-hour
2023-10,NM,New Mexico,COM,commercial,10.76,cents per kilowatt-hour
2023-10,NM,New Mexico,IND,industrial,5.97,cents per kilowatt-hour
2023-10,NM,New Mexico,OTH,other,,cents per kilowatt-hour
2023-10,NM,New Mexico,RES,residential,14.12,cents per kilowatt-hour
2023-10,NM,New Mexico,TRA,transportation,0,cents per kilowatt-hour
2023-10,NY,New York,ALL,all sectors,18.48,cents per kilowatt-hour
2023-10,NY,New York,COM,commercial,18.84,cents per kilowatt-hour
2023-10,NY,New York,IND,industrial,6.54,cents per kilowatt-hour
2023-10,NY,New York,OTH,other,,cents per kilowatt-hour
2023-10,NY,New York,RES,residential,21.99,cents per kilowatt-hour
2023-10,NY,New York,TRA,transportation,15.26,cents per kilowatt-hour
2023-10,NC,North Carolina,ALL,all sectors,11.25,cents per kilowatt-hour
2023-10,NC,North Carolina,COM,commercial,10.39,cents per kilowatt-hour
2023-10,NC,North Carolina,IND,industrial,7.37,cents per kilowatt-hour
2023-10,NC,North Carolina,OTH,other,,cents per kilowatt-hour
2023-10,NC,North Carolina,RES,residential,14.4,cents per kilowatt-hour
2023-10,NC,North Carolina,TRA,transportation,10.14,cents per kilowatt-hour
2023-10,ND,North Dakota,ALL,all sectors,7.98,cents per kilowatt-hour
2023-10,ND,North Dakota,COM,commercial,7.55,cents per kilowatt-hour
2023-10,ND,North Dakota,IND,industrial,7.2,cents per kilowatt-hour
2023-10,ND,North Dakota,OTH,other,,cents per kilowatt-hour
2023-10,ND,North Dakota,RES,residential,11.71,cents per kilowatt-hour
2023-10,ND,North Dakota,TRA,transportation,0,cents per kilowatt-hour
2023-10,OH,Ohio,ALL,all sectors,11,cents per kilowatt-hour
2023-10,OH,Ohio,COM,commercial,11.06,cents per kilowatt-hour
2023-05,AL,Alabama,ALL,all sectors,11.08,cents per kilowatt-hour
2023-05,AL,Alabama,COM,commercial,12.75,cents per kilowatt-hour
2023-05,AL,Alabama,IND,industrial,7.11,cents per kilowatt-hour
2023-05,AL,Alabama,OTH,other,,cents per kilowatt-hour
2023-05,AL,Alabama,RES,residential,14.55,cents per kilowatt-hour
2023-05,AL,Alabama,TRA,transportation,0,cents per kilowatt-hour
2023-05,AK,Alaska,ALL,all sectors,22.34,cents per kilowatt-hour
2023-05,AK,Alaska,COM,commercial,21.55,cents per kilowatt-hour
2023-05,AK,Alaska,IND,industrial,20.29,cents per kilowatt-hour
2023-05,AK,Alaska,OTH,other,,cents per kilowatt-hour
2023-05,AK,Alaska,RES,residential,24.91,cents per kilowatt-hour
2023-05,AK,Alaska,TRA,transportation,0,cents per kilowatt-hour
2023-05,AZ,Arizona,ALL,all sectors,12.39,cents per kilowatt-hour
2023-02,DC,District of Columbia,IND,industrial,10.95,cents per kilowatt-hour
2023-02,DC,District of Columbia,OTH,other,,cents per kilowatt-hour
2023-02,DC,District of Columbia,RES,residential,15.7,cents per kilowatt-hour
2023-02,DC,District of Columbia,TRA,transportation,10.47,cents per kilowatt-hour
2023-02,FL,Florida,ALL,all sectors,14.01,cents per kilowatt-hour
2023-02,FL,Florida,COM,commercial,12.42,cents per kilowatt-hour
2023-02,FL,Florida,IND,industrial,10.26,cents per kilowatt-hour
2023-02,FL,Florida,OTH,other,,cents per kilowatt-hour
2023-02,FL,Florida,RES,residential,15.82,cents per kilowatt-hour
2023-02,FL,Florida,TRA,transportation,10.35,cents per kilowatt-hour
2023-02,GA,Georgia,ALL,all sectors,10.96,cents per kilowatt-hour
2023-02,GA,Georgia,COM,commercial,10.86,cents per kilowatt-hour
2023-02,GA,Georgia,IND,industrial,6.75,cents per kilowatt-hour
2023-02,GA,Georgia,OTH,other,,cents per kilowatt-hour
2023-02,GA,Georgia,RES,residential,13.53,cents per kilowatt-hour
2023-05,SC,South Carolina,ALL,all sectors,10.21,cents per kilowatt-hour
2023-05,SC,South Carolina,COM,commercial,10.18,cents per kilowatt-hour
2023-05,SC,South Carolina,IND,industrial,6.57,cents per kilowatt-hour
2023-05,SC,South Carolina,OTH,other,,cents per kilowatt-hour
2023-05,SC,South Carolina,RES,residential,13.98,cents per kilowatt-hour
2023-05,SC,South Carolina,TRA,transportation,0,cents per kilowatt-hour
2023-05,SD,South Dakota,ALL,all sectors,10.75,cents per kilowatt-hour
2023-05,SD,South Dakota,COM,commercial,10.35,cents per kilowatt-hour
2023-05,SD,South Dakota,IND,industrial,8.14,cents per kilowatt-hour
2023-05,SD,South Dakota,OTH,other,,cents per kilowatt-hour
2023-05,SD,South Dakota,RES,residential,13.18,cents per kilowatt-hour
2023-05,SD,South Dakota,TRA,transportation,0,cents per kilowatt-hour
2023-05,TN,Tennessee,ALL,all sectors,10.32,cents per kilowatt-hour
2023-05,TN,Tennessee,COM,commercial,11.52,cents per kilowatt-hour
2023-05,TN,Tennessee,IND,industrial,5.96,cents per kilowatt-hour
2023-05,TN,Tennessee,OTH,other,,cents per kilowatt-hour
2023-03,WNC,West North Central,ALL,all sectors,9.88,cents per kilowatt-hour
2023-03,WNC,West North Central,COM,commercial,9.87,cents per kilowatt-hour
2023-03,WNC,West North Central,IND,industrial,7.38,cents per kilowatt-hour
2023-03,WNC,West North Central,OTH,other,,cents per kilowatt-hour
2023-03,WNC,West North Central,RES,residential,12.12,cents per kilowatt-hour
2023-03,WNC,West North Central,TRA,transportation,10.31,cents per kilowatt-hour
2023-03,SAT,South Atlantic,ALL,all sectors,11.58,cents per kilowatt-hour
2023-03,SAT,South Atlantic,COM,commercial,10.79,cents per kilowatt-hour
2023-03,SAT,South Atlantic,IND,industrial,7.28,cents per kilowatt-hour
2023-03,SAT,South Atlantic,OTH,other,,cents per kilowatt-hour
2023-03,SAT,South Atlantic,RES,residential,14.2,cents per kilowatt-hour
2023-03,SAT,South Atlantic,TRA,transportation,10.11,cents per kilowatt-hour
2023-03,ESC,East South Central,ALL,all sectors,10.58,cents per kilowatt-hour
2023-03,ESC,East South Central,COM,commercial,12.19,cents per kilowatt-hour
2023-03,ESC,East South Central,IND,industrial,6.56,cents per kilowatt-hour
2023-03,ESC,East South Central,OTH,other,,cents per kilowatt-hour
2023-03,ESC,East South Central,RES,residential,13.17,cents per kilowatt-hour
2023-03,ESC,East South Central,TRA,transportation,0,cents per kilowatt-hour
2023-03,WSC,West South Central,ALL,all sectors,9.41,cents per kilowatt-hour
2023-03,WSC,West South Central,COM,commercial,9.04,cents per kilowatt-hour
2023-03,WSC,West South Central,IND,industrial,6.23,cents per kilowatt-hour
2023-03,WSC,West South Central,OTH,other,,cents per kilowatt-hour
2023-03,WSC,West South Central,RES,residential,13.75,cents per kilowatt-hour
2023-03,WSC,West South Central,TRA,transportation,7.51,cents per kilowatt-hour
2023-07,MD,Maryland,ALL,all sectors,13.94,cents per kilowatt-hour
2023-07,MD,Maryland,COM,commercial,12.2,cents per kilowatt-hour
2023-07,MD,Maryland,IND,industrial,9.84,cents per kilowatt-hour
2023-07,MD,Maryland,OTH,other,,cents per kilowatt-hour
2023-07,MD,Maryland,RES,residential,16.02,cents per kilowatt-hour
2023-07,MD,Maryland,TRA,transportation,11.1,cents per kilowatt-hour
2023-07,MA,Massachusetts,ALL,all sectors,22.08,cents per kilowatt-hour
2023-07,MA,Massachusetts,COM,commercial,18.72,cents per kilowatt-hour
2023-07,MA,Massachusetts,IND,industrial,17.94,cents per kilowatt-hour
2023-07,MA,Massachusetts,OTH,other,,cents per kilowatt-hour
2023-07,MA,Massachusetts,RES,residential,27.43,cents per kilowatt-hour
2023-07,MA,Massachusetts,TRA,transportation,6.62,cents per kilowatt-hour
2023-07,MI,Michigan,ALL,all sectors,14.28,cents per kilowatt-hour
2023-07,MI,Michigan,COM,commercial,13.37,cents per kilowatt-hour
2023-07,MI,Michigan,IND,industrial,8.2,cents per kilowatt-hour
2023-07,MI,Michigan,OTH,other,,cents per kilowatt-hour
2023-07,MI,Michigan,RES,residential,19.43,cents per kilowatt-hour
2023-07,MI,Michigan,TRA,transportation,14.05,cents per kilowatt-hour
2023-07,MN,Minnesota,ALL,all sectors,12.87,cents per kilowatt-hour
2023-07,MN,Minnesota,COM,commercial,13.12,cents per kilowatt-hour
2023-07,MN,Minnesota,IND,industrial,9.5,cents per kilowatt-hour
2023-07,MN,Minnesota,OTH,other,,cents per kilowatt-hour
2023-07,MN,Minnesota,RES,residential,15.6,cents per kilowatt-hour
2023-07,MN,Minnesota,TRA,transportation,13.49,cents per kilowatt-hour
2023-07,MS,Mississippi,ALL,all sectors,10.85,cents per kilowatt-hour
2023-07,MS,Mississippi,COM,commercial,12.06,cents per kilowatt-hour
2023-07,MS,Mississippi,IND,industrial,6.78,cents per kilowatt-hour
2023-07,MS,Mississippi,OTH,other,,cents per kilowatt-hour
2023-07,MS,Mississippi,RES,residential,12.82,cents per kilowatt-hour
2023-07,MS,Mississippi,TRA,transportation,0,cents per kilowatt-hour
2023-07,MO,Missouri,ALL,all sectors,12.63,cents per kilowatt-hour
2023-07,MO,Missouri,COM,commercial,11.75,cents per kilowatt-hour
2023-10,OH,Ohio,IND,industrial,7.02,cents per kilowatt-hour
2023-10,OH,Ohio,OTH,other,,cents per kilowatt-hour
2023-10,OH,Ohio,RES,residential,15.89,cents per kilowatt-hour
2023-10,OH,Ohio,TRA,transportation,6.72,cents per kilowatt-hour
2023-10,OK,Oklahoma,ALL,all sectors,9.35,cents per kilowatt-hour
2023-11,WV,West Virginia,COM,commercial,11.65,cents per kilowatt-hour
2023-11,WV,West Virginia,IND,industrial,7.63,cents per kilowatt-hour
2023-11,WV,West Virginia,OTH,other,,cents per kilowatt-hour
2023-11,WV,West Virginia,RES,residential,14.42,cents per kilowatt-hour
2023-11,WV,West Virginia,TRA,transportation,0,cents per kilowatt-hour
2023-11,WI,Wisconsin,ALL,all sectors,12.49,cents per kilowatt-hour
2023-11,WI,Wisconsin,COM,commercial,12.58,cents per kilowatt-hour
2023-11,WI,Wisconsin,IND,industrial,8.45,cents per kilowatt-hour
2023-11,WI,Wisconsin,OTH,other,,cents per kilowatt-hour
2023-11,WI,Wisconsin,RES,residential,16.85,cents per kilowatt-hour
2023-11,WI,Wisconsin,TRA,transportation,15.74,cents per kilowatt-hour
2023-11,WY,Wyoming,ALL,all sectors,8.45,cents per kilowatt-hour
2023-11,WY,Wyoming,COM,commercial,8.85,cents per kilowatt-hour
2023-11,WY,Wyoming,IND,industrial,7.22,cents per kilowatt-hour
2023-11,WY,Wyoming,OTH,other,,cents per kilowatt-hour
2023-11,WY,Wyoming,RES,residential,11.59,cents per kilowatt-hour
2023-11,WY,Wyoming,TRA,transportation,0,cents per kilowatt-hour
2023-11,NEW,New England,ALL,all sectors,22.05,cents per kilowatt-hour
2023-11,NEW,New England,COM,commercial,19.18,cents per kilowatt-hour
2023-11,NEW,New England,IND,industrial,15.75,cents per kilowatt-hour
2023-11,NEW,New England,OTH,other,,cents per kilowatt-hour
2023-11,NEW,New England,RES,residential,27.47,cents per kilowatt-hour
2023-11,NEW,New England,TRA,transportation,10.68,cents per kilowatt-hour
2023-11,MAT,Middle Atlantic,ALL,all sectors,15.37,cents per kilowatt-hour
2023-11,MAT,Middle Atlantic,COM,commercial,15.47,cents per kilowatt-hour
2023-11,MAT,Middle Atlantic,IND,industrial,7.78,cents per kilowatt-hour
2023-11,MAT,Middle Atlantic,OTH,other,,cents per kilowatt-hour
2023-11,MAT,Middle Atlantic,RES,residential,19.76,cents per kilowatt-hour
2023-02,GA,Georgia,TRA,transportation,5.92,cents per kilowatt-hour
